"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-21","2024","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-22","2024","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-23","2024","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-24","2024","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-25","2024","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-26","2024","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-27","2024","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-28","2024","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-29","2024","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-30","2024","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-08-31","2024","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-01","2024","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-02","2024","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-03","2024","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-04","2024","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-05","2024","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-06","2024","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-07","2024","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-08","2024","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-09","2024","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-10","2024","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-11","2024","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-12","2024","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-13","2024","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-14","2024","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-15","2024","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-16","2024","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-17","2024","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-18","2024","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-19","2024","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-20","2024","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-21","2024","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-22","2024","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-23","2024","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-24","2024","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-25","2024","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-26","2024","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-27","2024","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-28","2024","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-29","2024","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-09-30","2024","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-01","2024","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-02","2024","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-03","2024","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-04","2024","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-05","2024","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-06","2024","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-07","2024","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-08","2024","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-09","2024","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-10","2024","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-11","2024","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-12","2024","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-13","2024","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-14","2024","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-15","2024","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-16","2024","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-17","2024","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-18","2024","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-19","2024","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-20","2024","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-21","2024","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-22","2024","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-23","2024","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-24","2024","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-25","2024","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-26","2024","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-27","2024","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-28","2024","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-29","2024","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-30","2024","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-10-31","2024","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-01","2024","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-02","2024","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-03","2024","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-04","2024","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-05","2024","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-06","2024","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-07","2024","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-08","2024","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-09","2024","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-10","2024","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-11","2024","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-12","2024","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-13","2024","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-14","2024","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-15","2024","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-16","2024","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-17","2024","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-18","2024","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-19","2024","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-20","2024","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-21","2024","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-22","2024","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-23","2024","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-24","2024","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-25","2024","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-26","2024","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-27","2024","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-28","2024","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-29","2024","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-11-30","2024","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-01","2024","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-02","2024","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-03","2024","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-04","2024","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-05","2024","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-06","2024","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-07","2024","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-08","2024","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-09","2024","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-10","2024","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-11","2024","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-12","2024","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-13","2024","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-14","2024","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-15","2024","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-16","2024","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-17","2024","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-18","2024","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-19","2024","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-20","2024","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-21","2024","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-22","2024","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-23","2024","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-24","2024","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-25","2024","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-26","2024","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-27","2024","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-28","2024","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-29","2024","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-30","2024","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-114.29","50.87","PRIDDIS OBSERVATORY","3033505","2024-12-31","2024","12","31","","","","","","","","","","","","","","","","","","","","","","",""
